Name,URL,Photo,Description,Members
Big Data Processing & Analytics - HPCC Systems (LexisNexis),https://www.meetup.com/Big-Data-Processing-and-Analytics-LexisNexis-HPCC-Systems/,https://secure.meetupstatic.com/photos/event/3/2/4/c/600_458592876.jpeg,"A professional meetup for technology and business executives and managers to discuss solving the challenges of big data processing, delivery and analytics.",1524
Hacks/Hackers Atlanta,https://www.meetup.com/HacksHackersATL/,https://secure.meetupstatic.com/photos/event/d/8/1/e/600_467455326.jpeg,"The worlds of hackers and journalists are coming together as reporting goes digital and Internet companies become media empires.

Journalists call themselves ""hacks,"" someone who can churn out words in any situation. Hackers use the digital equivalent of duct tape to whip out code. Hacker-journalists try and bridge the two worlds.

This group is to bring all these people together -- those who are working to help people make sense of their world. It's for hackers exploring technologies to filter and visualize information, and for journalists who use technology to find and tell stories. In the age of information overload, all their work has become even more crucial.

This group aims to help members find inspiration and think in new directions, bringing together potential collaborators for projects and new ventures.

Please also check out our blog at http://hackshackers.com

ATL tweets via @HacksHackersATL

Help us build the future of media!",1474
Atlanta Deep Learning Meetup,https://www.meetup.com/atlanta-deep-learning/,https://secure.meetupstatic.com/photos/event/4/9/d/5/600_459138901.jpeg,"Deep learning is everywhere now. Every time you do a Google search, you are using a trained deep learning model. Google CEO Sundar Pichai recently asserted that if the last decade was about ‘mobile-first’, then the next decade will be about ‘AI-first’. Within the larger artificial intelligence and machine learning domains, ‘deep learning’ is where many of the most significant innovations are occurring - self-driving cars, self-organizing drone swarms, computer vision, conversational interfaces, gene editing, emotion recognition, etc.,

Deep learning will impact nearly every industry on the planet, and there will be countless opportunities to take advantage of this technology. While most people who are aware of deep learning think of it as the domain of data scientists and mathematicians, it takes skilled software engineers to implement deep learning models as practical software in real-world systems.

This meetup aims to make deep learning accessible to anyone who has an interest in it - data scientists, software engineers, tech-savvy entrepreneurs, students, etc., Everyone is welcome, so come join us!

For more information, or to inquire about presenting or sponsoring, please email:

info@atlantadeeplearning.org

Or DM us on Twitter: @atldeeplearning

LinkedIn: https://www.linkedin.com/company/atlanta-deep-learning-meetup

Facebook: https://www.facebook.com/atlantadeeplearning

Slack: https://atlantadeeplearning.slack.com",1447
ProductTank Atlanta,https://www.meetup.com/ProductTank-Atlanta/,https://secure.meetupstatic.com/photos/event/7/c/3/f/600_451411807.jpeg,"ProductTank provides an opportunity for Product Managers in Atlanta to exchange ideas and experiences about Product Design, Development and Management, Business Modelling, Metrics, User Experience and all the other things that get us excited.

Events include talks from guest speakers on topics around product management, networking opportunities, and a good old-fashioned chin-wag over a beer or two.

We're open to companies big and small. We also welcome early-stage technology businesses looking to learn how to get their ideas off the ground.

We also have a blog and encourage the community to get engaged by commenting on or writing new posts for http://www.mindtheproduct.com

Finally, check out our conference: http://mtpcon.com

Follow Product Tank Atlanta on Twitter @atlproducttank",1433
Docker Atlanta,https://www.meetup.com/Docker-Atlanta/,https://secure.meetupstatic.com/photos/event/5/e/c/e/600_455244270.jpeg,"Learn, Collaborate & Dockerize! Meet other developers and ops engineers in your community that are using and learning about Docker. Docker is an open platform that helps you build, ship and run applications anytime and anywhere. Developers use Docker to modify code and to streamline application development, while operations gain support to quickly and flexibly respond to their changing needs. Docker ensures agility, portability and control for all your distributed apps.

Docker is also the main sponsor of the Moby Project, an open framework to assemble specialized container systems without reinventing the wheel. More information available at http://mobyproject.org/

Learn more about the Docker Community at https://www.docker.com/docker-community",1408
amUX,https://www.meetup.com/amuxatl/,https://secure.meetupstatic.com/photos/event/4/7/b/0/600_447438352.jpeg,"Morning Meetings for the UX-Curious

amUX is for anyone within or interested in the local User Experience community. Whether you're a practicing UX-er, developer, product/program/project manager, or looking to change careers, this group will provide a place for you to learn new things, exchange ideas and meet new people in the morning over coffee and breakfast.

amUX meets in Atlanta on the first Wednesday of each month.

8:30-9am: Good Breakfast & Networking
9:15–9:45am: Sweet Presentation
9:45-10am: Friendly Q&A

Check out slides from all past presentations at amux.org (http://amux.org/)!",1401
Atlanta Full Stack,https://www.meetup.com/AtlantaFullStack/,https://secure.meetupstatic.com/photos/event/b/6/3/d/600_466006653.jpeg,"We at Manheim have some of the best Atlanta software engineers, SDETs and BAs. To give back to the community we will facilitate discussions about some of the most powerful technologies we use, from languages, frameworks, pipelining and continuous delivery to name a few.

People who can join us are other software engineers, SDETs and BAs who want to keep their skills sharp. If you care about your craft and want to share what you've learned, join us!

Our activities can vary from session to session, including presentations on specific technologies, panel discussions about conferences we attended, or we can bring in speakers from some of our vendors or sister companies like AutoTrader.com. We hope to create a community that fosters learning and networking.

What is this meetup not for?

Recruiting and sales! We don't do it and we don't allow recruiting agencies and/or other companies to do it.",1376
A Brighter Web,https://www.meetup.com/abrighterweb/,https://secure.meetupstatic.com/photos/event/9/b/3/a/600_431739738.jpeg,"A monthly Meetup, typically held three times each month on Thursdays at lunchtime, discussing WordPress from the developer, user and business owner perspectives. We'll spend 20-30 minutes presenting the latest topic and giving you hands-on ideas to incorporate, and the rest of the time will be spent working with each other on the daily topic or any other WordPress or social media issue that you might have.",1307
Atlanta Web Performance Group,https://www.meetup.com/Atlanta-Web-Performance-Group/,https://secure.meetupstatic.com/photos/event/2/7/4/b/600_463390059.jpeg,"ATL Web Performance Meetup is the largest monthly gathering of performance minded developers in Atlanta, hosted at Atlanta Tech Village (http://atlantatechvillage.com/).

Our group gives you the opportunity to meet with other website developers, designers, system administrators, and business people who all want to improve the user experience, lower abandonment rates and raise conversation rates by making their websites fast!

Follow us on Twitter (https://twitter.com/atlsv) (@ATLWebPerf) for announcements on upcoming events and join the onversation with #ATLWebPerf.

To learn more about being a presenter or sponsor, please email mallory.riggins@rigor.com or message us in the app!

Sponsor:

Rigor (https://rigor.com/)

Other Web Performance Meetup Groups:

https://secure.meetupstatic.com/photos/event/8/e/7/0/600_462756464.jpeg

https://secure.meetupstatic.com/photos/event/8/e/8/0/600_462756480.jpeg

https://secure.meetupstatic.com/photos/event/8/e/b/2/600_462756530.jpeg

https://secure.meetupstatic.com/photos/event/8/e/b/7/600_462756535.jpeg",1248
AWS Atlanta,https://www.meetup.com/AWS-Atlanta/,https://secure.meetupstatic.com/photos/event/8/3/3/8/600_363573592.jpeg,"This group will focus on the use of AWS. Presentations and discussions will cover topics such as:

• CloudFormation techniques

• Automation with AWS

• SDKs and integration

• Security in the cloud

This is a northern OTP group.",1235
Atlanta Artificial Intelligence & Deep Learning,https://www.meetup.com/Atlanta-Artificial-Intelligence-Deep-Learning/,https://secure.meetupstatic.com/photos/event/b/e/9/0/600_458208784.jpeg,"Welcome to the group. We’re excited to bring you the latest happenings in AI, Machine Learning, Deep Learning, Data Science and Big Data.

Who are we? We’re H2O.ai (https://www.h2o.ai/), creators of the world’s leading open source deep learning and machine learning platform, used by more than 90,000 data scientists and 9,000 organizations around the world.

Our goal is to congregate with data enthusiasts from all over Atlanta, exclusively online and discuss trending topics in the world of AI. We also regularly invite esteemed industry influencers and thought leaders who talk shop on all things data science.

Sound like a good time? Then come visit our HQ in Mountain View and get your feet wet with H2O beforehand by downloading H2O (http://www.h2o.ai/download/?utm_source=meetup&utm_campaign=atlanta_meetup_download_page&utm_medium=meetup_description) from our website.

Already a rainmaker (H2O power user) or have questions? Please visit our StackOverflow page. (http://stackoverflow.com/questions/tagged/h2o)

If you’d like to speak at future meetups, co-promote your meetup or inquire about sponsorship opportunities, please reach out to ian@h2o.ai .

Thank you for advancing the future of data science,

Ian

Community Manager, H2O.ai

Follow us on Twitter: @h2oai",1213
ALE-Atlanta Linux Enthusiasts,https://www.meetup.com/ALE-Atlanta-Linux-Enthusiasts/,https://secure.meetupstatic.com/photos/event/1/7/2/c/600_449165932.jpeg,"The Atlanta Linux Enthusiasts (formerly GA 400 Linux Group) was been started to allow the casual to advanced Linux users to get together and share ideas, knowledge, and face-time with other Linux users. We're focused on helping beginning and returning Linux users learn the basics by establishing a solid foundation. We'll discuss distributions, file systems and storage, installation, databases, networking, and more!

Please visit the http://ale.org website and join the email lists (http://ale.org/?page_id=5) there based on your interests.
This website will be used primarily for event notices, discussion lists and calendaring.

Definitely sign up to the general ALE email list if you want to stay in the know about ALE. You may want to filter email.

If you want immediate help with an issue, both the email lists AND our IRC channel at freenode #ale (https://webchat.freenode.net/) are good places to ask for help.",1160
Atlanta User Experience Group,https://www.meetup.com/Atlanta-User-Experience-Group/,https://secure.meetupstatic.com/photos/event/7/7/4/e/600_138690542.jpeg,"The Atlanta User Experience Group (AUX) brings together members of the UX community. From information architects to designers to coders, this group provides a place for UX professionals to meet new people, exchange ideas, learn new things, and have a good experience (pun intended).

If you are not a UX professional, don't worry, we have something for you, too! UX is an approach to experience marketing -- creating an experience that keeps the user's needs & motivations in mind at all times. This happens when designing a website, product, marketing campaign or even face-to-face sales.",1146
ATL Tech Tastings Meetup,https://www.meetup.com/ATL-Tech-Tastings-Meetup/,https://secure.meetupstatic.com/photos/event/8/2/7/d/600_454173405.jpeg,"ATL Tech Tastings focus on intimate networking events for people in and around software development. We focus on events that revolve around tastings and meeting new people in a relaxed environment. If you’re tired of mechanically handing out business cards after sitting through the same rehashed presentation, skip the small talk and enjoy some great drinks with us.",1113
React ATL,https://www.meetup.com/React-ATL/,https://secure.meetupstatic.com/photos/event/d/b/5/1/600_442076145.jpeg,"React ATL is a monthly developer meetup to discuss trends and tools coming out of the ReactJS ecosystem. Subjects can include Flux patterns, Webpack, Jest, Flow, etc. We will also discuss how React is shaping the rest of the javascript world and how we use other tools along side React. Each meeting will start with food, drinks, and socializing before moving into a main talk. Afterwards the floor will be open for Q and A and lightening talks from participants.",1108
Azure in the ATL,https://www.meetup.com/Azure-in-the-ATL/,https://secure.meetupstatic.com/photos/event/d/8/d/6/600_466315510.jpeg,"Cloud computing is already a multi-billion dollar business for Microsoft, and yet Azure is just now hitting its stride. Perhaps you're a long-time MS stack developer wondering ""where do I go from here?"" Maybe you're a seasoned dev manager or director curious how cloud in general and Azure in particular might fit into your next project. If you're looking for the future of Microsoft on the server and in the enterprise... you've found it! This group caters to all things Microsoft Azure and cloud computing. We'll explore a range of topics in three key areas (in likely order of decreasing frequency):

1. nuts-and-bolts Azure dev tools, APIs, features, etc... ""how to accomplish in Azure""

2. higher-level topics on cloud computing patterns, architectural best practices, data access strategies, etc. with a focus on applying these in the Microsoft Azure environment

3. business-oriented topics like cloud economic and pricing models, cloud migration strategies, legal and compliance implications of the cloud, etc.

Ultimately our topic list is determined by the interests of the group members. We meet monthly and vary meeting formats as needed; mostly a 30 minute meet-and-greet followed by a 60-90 minute presentation, but some months we'll do two smaller presentations, we'll even try multiple 15 minute lightning talks if we have sufficient interest. We'll keep things relatively informal... as long as the sessions are relevant and engaging for the audience, that's what matters most. Hope you'll come out and join us!",1106
Gwinnett Georgia Microsoft Users Group,https://www.meetup.com/Gwinnett-Microsoft-Users-Group/,https://secure.meetupstatic.com/photos/event/b/e/c/600_455043052.jpeg,"GGMUG is the Gwinnett, Georgia, Microsoft User Group. We are a user group for developers and architects who work with Microsoft technologies like .Net, ASP.Net, SQL Server, Sharepoint, etc.

This group started in 2008 as a result of a need for more .net developers in Gwinnett country to get together and share ideas, presentations, and such. Covering everything from C# presentations to SQL server, JQuery to Powershell.",1096
Marietta WordPress Meetup,https://www.meetup.com/wpatlanta/,https://secure.meetupstatic.com/photos/event/2/d/b/8/600_446831704.jpeg,"We're a group of local WordPress users who get together to share our knowledge and experience, and to meet other WordPress users in the area. This WordPress Meetup is open to all who are eager to learn more about WordPress --- the software, the community, and the business!",1080
The Atlanta Game Developer Meetup Group,https://www.meetup.com/gamedev-150/,https://secure.meetupstatic.com/photos/event/5/0/7/a/600_260540602.jpeg,"A meetup for local game developers to network, share ideas, showcase projects, test out new lectures or anything else that catches our eye. Stay informed about local game development studios, schools, seminars and conferences.

The meetup is open to any developer (pro, indie, hobby) and any students currently enrolled in a game development program. Any discipline is welcome (design, programming, art, sound, project management, etc.) Member must be 18 or older to join.",1076
Sensors and Startups,https://www.meetup.com/Sensors-and-Startups/,https://secure.meetupstatic.com/photos/event/1/0/a/4/600_450724260.jpeg,"This group is dedicated to design, engineering, and marketing of technology at the intersection of sensors, tiny computers, data, and the internet – the Internet of Things (IoT). We are talking hardware startups, urban infrastructure, wearables, health monitoring, environmental monitoring, office robots, drones, and more. Let’s cross pollinate experiences and opportunities among DIY’ers, engineers, designers, researchers, and entrepreneurs. Along the way we hit Arduino, Beaglebone, Raspberry Pi, Node.js, Bluetooth, WiFi, 3D Printing, DIY Robotics, Computer Vision, and Smartphones.",1076
Atlanta Amazon Web Services Community,https://www.meetup.com/Atlanta-Amazon-Web-Services-Community/,https://secure.meetupstatic.com/photos/event/d/2/2/d/600_466733805.jpeg,"A group organized by Amazon Web Services to foster a community around the AWS platform. Each month we will discuss AWS products, architectures and other topics that relate to building, migrating and optimizing cloud applications.

This group will meet at the AWS office, located at 3333 Piedmont Road NE, Suite 400, Atlanta, GA 30305 (https://goo.gl/maps/Myt8BdQMDWG2) on the 4th floor (Terminus 200, Buckhead).

Visitor parking is across the street at 3280 Peachtree Rd Atlanta, GA 30305(Terminus 100, Buckhead).",1071
Lean Software Atlanta,https://www.meetup.com/Lean-Software-Atlanta/,https://secure.meetupstatic.com/photos/event/2/c/b/0/600_457811440.jpeg,"This is a group for anyone who is interested in the principles, philosophies and methodologies of lean software development. Software Engineers, UX Designers, Product Managers, Data Scientists, QA & DevOps, Product Owners, Business Stakeholders and anyone else interested are invited to join the folks from Pivotal Labs Atlanta to share the day to day practices of what it means to place humans at the center of the lean software creation experience.",1068
Ladies That UX ATL,https://www.meetup.com/Ladies-That-UX-ATL/,https://secure.meetupstatic.com/photos/event/4/4/d/5/600_463217621.jpeg,"Ladies that UX ATL is an informal get together of talented and intelligent women. This isn’t about networking or finding the next great job, although you may find one by speaking to some of the attendees. This isn’t about showcasing your product. This is about building relationships, both professional and personal, with other women in the UX community and finding the support and encouragement you need over snacks and drinks. Join the conversation on twitter! Follow @LadiesThatUXATL!",1058
The Atlanta Drupal User's Group,https://www.meetup.com/drupalatlanta/,https://secure.meetupstatic.com/photos/event/6/8/8/5/600_465566757.jpeg,"The Atlanta Drupal Users Group (ADUG) is a community of designers, developers, site builders, and engineers who work with Drupal to create websites and web applications for educational, commercial, professional, and personal use. This group's primary goal is to help spread the collective knowledge of all things Drupal, as well as educate and train users on the newest technologies and features associated with Drupal to further the experienced Drupaler's understanding.

Drupal is composed of PHP, HTML, CSS, JavaScript, SQL, and a vast amount of frameworks (Symfony, AngularJS, Sass, etc.).",1054
PonceCityMarketStartupLunch,https://www.meetup.com/PonceCityMarketStartupLunch/,https://secure.meetupstatic.com/photos/event/8/e/8/3/600_445896483.jpeg,Every Thursday meet other startups at Ponce City Market for lunch.,1039
Atlanta Microsoft,https://www.meetup.com/AtlantaMicrosoft/,https://secure.meetupstatic.com/photos/event/8/7/c/b/600_445054763.jpeg,"Office hours can be booked at http://www.flatironcity.com/microsoftinnovationcenter .

All Atlanta area developers, it professionals, hardware hackers, startups, designers, students - we have events and support for YOU. Stay tuned for upcoming events in the area, including our new Microsoft Innovation Center (MIC) offerings at FlatironCity in downtown Atlanta.

Looking for space to host an event? Technical speakers? Women in Technology speakers? Hardware to hack on? Workshops? One-on-one technical help? Startup help? Yeah, we've got that.

How can we help YOU? Let us know!",1005
SplunkATL,https://www.meetup.com/SplunkATL/,https://secure.meetupstatic.com/photos/event/3/e/9/f/600_449176031.jpeg,"SplunkATL is a Splunk User Group designed to foster and educate our local community of Splunkers (definition - a person who likes to Splunk).

As a platform for machine data, people are constantly coming up with new ways to use Splunk. We want to share use cases, provide education on cool things you can do with Splunk, and, of course, have fun - which means food and drink will always be included.

All past, present, and wannabe Splunkers in the metro Atlanta area - or any Splunkers ready to make a road trip to metro Atlanta - are invited to attend. Feel free to bring your friends and colleagues.

Come share a drink and stories on how Splunk is turning machine data into insight through Operational Intelligence.

We meet about once a quarter, or more if we feel like it.

Happy Splunking!",993
Atlanta Society for Business Intelligence (ASBI),https://www.meetup.com/Atlanta-Society-for-Business-Intelligence-ASBI/,"","• The Atlanta Society for Business Intelligence (ASBI) promotes the education and fosters connections among organizations either currently employing or interested in leveraging business intelligence to impact organizational decision-making

• Top performing organizations leverage business intelligence to achieve competitive advantage, fulfill compliance requirements, ensure corporate transparency and empower line-of-business decision makers with the data they need at the time they need it

• The Atlanta Society for Business Intelligence (ASBI) serves these organizations and up-and-coming performers by creating a vendor-neutral environment, dedicated to sharing knowledge and experiences to enhance the decisions organizations face in employing business intelligence

• Please sign up to learn from skillful and successful professionals and also share your experience and knowledge in Business Intelligence and Data Services to Community of Professionals in Atlanta

• This is the Original ASBI - Group that launched many successful BI events in Past

• Founders/Organizers: Crystal Rast, Dan Webber and Ketan Dave",985
GAIT - Greater Atlanta Internet of Things,https://www.meetup.com/Greater-Atlanta-Internet-of-Things/,https://secure.meetupstatic.com/photos/event/c/b/8/6/600_458932102.jpeg,"This is a group of members who are interested in the Internet of Things in the Greater Atlanta area.

IOT includes new and emerging solutions that include new stakeholders, sensors, systems and software.

Meet once a month and organize special events to increase opportunities for face to face meetings and networking among our members.

Share announcements and events from other groups in the area that are of interest to the members.

Create opportunity for sponsors and vendors to provide information about their IOT products and platforms.

Collaborate on new ideas and lessons learned to raise up the entire community.

Seek low cost of participation for startups and researchers and individuals.",975
"Big Data (native Hadoop) Ingest & Transform, Atlanta Chapter",https://www.meetup.com/Big-Data-Ingest-Atlanta/,"","Welcome! Big Data Ingesters,

This meetup has been formed to discuss customer use cases and design patterns for big data ingestion, transformation, and egression. Use cases for transformations include fast real-time analytics, data movement, disaster recovery in Apache Hadoop, data integration, fast batch, and database load/off-load. Key focus will be on integrating Hadoop with various systems including Message Systems, File Systems, and Databases. Users should be able to connect to any source and any destination from within Hadoop. Ability to leverage any user code as part of the connections and transformations. We expect to develop a strong community in Atlanta that meets face to face and has a deep influence on big data ecosystem. There will still be webcasts announced here but moving forward, we will be producing much more content via our online meetup group, BDIT Apex Atlanta Online. Please also join the online group (https://www.meetup.com/Big-Data-Hadoop-Ingest-Transform-Apex-Atlanta-Online/) so that you don’t miss any upcoming events or content!

Examples of Messaging Systems include ActiveMQ, Flume, JMS, Kafka, Kinesis Streams, MapR Streams, Nifi, RabbitMQ, Solace, ZeroMQ, etc.

Examples of File Systems include HDFS, FTP, NFS, S3, SFTP, MapR-FS etc.

Examples of Databases/Stores include Accumulo, AeroSpike, Cassandra, CouchDb, MongoDB, HBase, Couchbase, Geode, HBase, Hive Tables, MapR-DB, Impala, JDBC, HP Vertica, MemCache, MemSql, MySql, Oracle, Redis, etc.

Examples of protocols include AMPQ, HTTP, MQTT, SMTP, Rest/Soap, Twitter, Websockets, etc. Other connectors include ElasticSearch, Splunk, Solr etc.

Our events will include production customer who will present their use cases.

To reduce time to market, look at operable app-templates (https://www.datatorrent.com/apphub/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links) that you can quickly import and launch.

Examples: HDFS-Sync (https://www.datatorrent.com/apphub/hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), Kafka-HDFS (https://www.datatorrent.com/apphub/kafka-to-hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), HDFS-Line-Copy (https://www.datatorrent.com/apphub/hdfs-to-hdfs-line-copy/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), S3-HDFS (https://www.datatorrent.com/apphub/s3-to-hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links) and HDFS-Kafka (https://www.datatorrent.com/apphub/hdfs-to-kafka-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links).

We want to develop a strong community that meets face to face and has a deep influence on big data ecosystem. If you are interested in stepping up and lead organizing this meet-up, please email to ingest-meetup@datatorrent.com

Free DataTorrent Enterprise Edition for qualifying startups. Check it out (https://www.datatorrent.com/products-services/start-up-accelerator/?utm_source=meetup&utm_campaign=links_in_description_startup_accelerator&utm_medium=links)!

A lot of above technologies are registered trademarks or trademarks (https://www.apache.org/foundation/marks/list/)of the Apache Software Foundation.

Big Data Ingest & Transform Community Organizer",956
Greater Sum - Accelerate your software career,https://www.meetup.com/greater-sum-atlanta/,https://secure.meetupstatic.com/photos/event/d/0/1/1/600_451913265.jpeg,"Are you looking to start a career in software development? We want to share our collaborative, hands-on classroom with learners at all levels, especially beginners with little or no experience. If you've been learning on your own and want to start connecting with the larger community of software learners, this is a great place to start!

If you are curious about becoming a software developer or just interested in computer programming, join us for our community events. These include:

• free workshops on a variety of software programming topics

• info sessions about our software apprenticeship program

• user groups hosted at the Greater Sum campus

• networking events for beginners to meet more experienced developers and employers

• and more!

For more information about us and/or register for updates on non-meetup events, visit  http://www.greatersum.com/",938
Design and Illustration Meetup,https://www.meetup.com/designersillustrators/,https://secure.meetupstatic.com/photos/event/4/5/c/5/600_437117861.jpeg,"Free meetup for software users of Adobe and popular art, design and development programs.
Once a month the group covers most of the products Adobe offers, focusing on products in the Creative Cloud family for design, development and art.

From the latest apps on PC or Mac to the legendary favorites of Adobe Creative Cloud, our goal is to share workflow tips and tricks.

Learn the fundamentals of design and development apps. Understand the menus and workflows creatives use the most. Apply new skills to a personal project or professional career.

Join our Facebook Page
https://www.facebook.com/augatl/

or Follow us on Twitter @AUGAtl",922
Atlanta Data Visualization,https://www.meetup.com/Atlanta-Data-Viz/,https://secure.meetupstatic.com/photos/event/5/3/0/4/600_154521252.jpeg,"This is a group for people who genuinely enjoy learning, sharing, creating and designing anything data. It's about telling a story, and how data visualization is becoming more important than ever. So if you're creative, obsessed with data visualization, and love infographics, come join the rest of us!",923
Atlanta Salesforce Developer Group,https://www.meetup.com/Atlanta-Salesforce-Platform-Developer-User-Group/,https://secure.meetupstatic.com/photos/event/5/a/f/8/600_450863288.jpeg,"Welcome to the Atlanta Salesforce Platform Developer User Group!!!

This meetup group is for people interested in developing on the Force.com platform, people who want to gain in-depth technical knowledge of the Force.com technology stack and those who would like to become great developers on the Force.com platform.

This meetup group allows developers to get together and discover great development practices, get to grips with new features, give feedback on APIs & the development experience. By doing things together the potential for learning is far greater.

At these meetups, you can:

Connect with other Force.com developers.

Present an interesting concept or idea.

Demonstrate your application or framework.

Share your experiences.",915
AtlantaLGBTtech,https://www.meetup.com/AtlantaLGBTtech/,https://secure.meetupstatic.com/photos/event/7/e/7/6/600_435152374.jpeg,"AtlantaLGBTtech was created to put a face on the intersection of the Atlanta's tech startup scene and the vibrant LGBT community. The goal is to showcase the great people and organizations that are actively championing inclusivity in a field that is often perceived as being exclusive. Additionally, a strong focus is on Atlanta—not only its people but also its places.

Membership in this group is not limited to the LGBTQIA community, nor is it limited to people who work in tech startups; friends of the LGBTQIA community are absolutely welcome, as are folks who are interested in learning more about the tech startup scene.",876
Applied Data Science of Atlanta,https://www.meetup.com/Applied-Data-Science-of-Atlanta/,https://secure.meetupstatic.com/photos/event/a/3/4/c/600_440621804.jpeg,"Applied Data Science in Atlanta is a Meetup group to bring together data scientists from varying industry specialization and experience levels can learn from each other. The focus of this meetup is on building dynamic teams from the membership. The meeting is designated to pairing up projects or data challenges with interested participants. Members can submit problems they wish to solve from data they have. 1 to 3 can give a brief presentation during each meeting. There would be open discussion. Beginners will be able to get hands on experience working on projects. Experts can get exposure to data problems in different industries with access the data to work on them.

Things to help with the meetup:

- All fields in the profile questions optional, but providing information on your areas of expertise can help connect you with projects.

- Those who have data challenges you would like to solve or present please message me.",864
Atlanta Developers - ADEV,https://www.meetup.com/atlantadev/,"","Total immersion in all things Opensource....Java, C++, and Web. Monthly meetings to network with fellow developers passionate about Opensource technology. Guest Speakers and Panels, Networking, Giveaways/Prizes...and in the true nature of Opensource, this Meetup is what YOU make it!",845
Code + Design Atlanta,https://www.meetup.com/Code-Design-Atlanta/,https://secure.meetupstatic.com/photos/event/2/8/2/e/600_451870286.jpeg,"HI ATL!!!!

Have you ever thought about learning to code but weren't sure how to get started?

We hold Free Workshops on Web Development and UX / UI every week. Some are for experienced professionals but most are for Beginners.

Some of the things you might learn:

HTML / CSS

JavaScript (We love JavaScript)

Ruby

User Experience

User Interface

Web Design

Our workshops are Free and always led by talented professionals in our industry!",832
General Assembly,https://www.meetup.com/generalassemblyatl/,https://secure.meetupstatic.com/photos/event/c/6/8/3/600_451910819.jpeg,"This group is for anyone interested in tech, business, or design. At General Assembly, we are creating a global community of individuals empowered to pursue work they love, by offering full-time immersive programs, long-form courses, and classes and workshops on the most relevant skills of the 21st century – from web development and user experience design, to business fundamentals, to data science, to product management and digital marketing.",830
OWASP Atlanta,https://www.meetup.com/OWASP-Atlanta/,https://secure.meetupstatic.com/photos/event/1/4/3/4/600_160985172.jpeg,"Atlanta based group for the global Open Web Application Security Project focused on discussing, presenting, and addressing the worlds current web based threats affecting traditional and non-traditional web environments and related threats.",828
TRC Professional Solutions Classes,https://www.meetup.com/TRC-Professional-Tech/,https://secure.meetupstatic.com/photos/event/2/d/7/e/600_446291646.jpeg,"This meetup is actually a class that will allow anyone the ability to learn HTML, CSS, MySQL, PHP, and programming methodologies. The class is run by our Recruiting Team Lead, Zach Sines, and has four different flavors: Beginner, Intermediate, Advanced, and Workshops.

Here are the class breakdowns:

TECHNICAL

Beginner Classes: Learning the basics of web development, we will cover front-end web development, database development, and programming methodologies. These classes will lead into the intermediate classes, but should get anyone up and running.

Intermediate Classes: These classes will cover deeper front-end/back-end web development techniques, methodologies, and attributes. There will also be individual subject covered for the not-so-basic developers. These classes will lead into the advanced classes, but should get anyone up and running.

Advanced Classes: These classes will be over particular subjects, ranging from dynamic back-end languages to advanced syntax usage and understanding. Topics will be wide ranging, but still broken down to understand easily.

Workshops: These are interactive classes that have a specific purpose, whether that be building a desktop computer, fixing a laptop, learning a specific technology, or something hands on.

FUNCTIONAL

These classes handle more day-to-day tasks or general knowledge when it comes to working in technology. Currently we are covering Resume Writing and Interviewing 101. More classes to come!

These classes are free of charge and sponsored by TRC Professional Solutions, who provides staffing services in the IT and Engineering industries. If you are interested in learning more about TRC, please visit our website (http://www.trcprofessionalsolutions.com).

The right people for this class are individuals who want to learn how to develop websites, databases, or get a different perspective. A basic knowledge is not required, just a passion for learning it. If you are motivated and want to learn good habits in front-end/back-end web development, come on by!",817
Atlanta Tech Meetup,https://www.meetup.com/Atlanta-Tech-Meetup/,https://secure.meetupstatic.com/photos/event/4/f/1/d/600_458600253.jpeg,"The Atlanta Tech Meetup supports the vibrant and growing Atlanta tech community. Our goal is to help build a sustainable technology industry that drives innovation, economic growth, and creates positive change for our local communities and the world. We bring the innovation community together - technologists, entrepreneurs, academia, investors, service providers, and thought leaders - to learn and share. Each monthly meeting features speakers, technology demos, new company presentations, a tremendous amount of high-value networking.",788
Product Hunt – Atlanta,https://www.meetup.com/Product-Hunt-Atlanta/,https://secure.meetupstatic.com/photos/event/6/6/6/4/600_463946212.jpeg,"Fan of Product Hunt? Are you an entrepreneur? A software developer? A graphic designer? Do you just like keeping abreast of all of the cool new products and services on the web?

Join the Product Hunt – Atlanta Meetup! This is the Official Product Hunt MeetUp in Atlanta. We have a few different styles of MeetUps planned but our biggest is the bi-monthly (every two months) Product Hunt Live event. Three teams compete for the audience vote just like on product hunt.",777
Atlanta Cloud Foundry Meetup,https://www.meetup.com/AtlantaCloudFoundry/,https://secure.meetupstatic.com/photos/event/8/e/4/0/600_450696416.jpeg,"This is a meetup for anyone interested in Cloud Foundry and its ecosystem.

Supported by Pivotal, IBM, HP, Cisco and more, Cloud Foundry is aimed at fixing the traditional -outdated- way of delivering applications. Cloud Foundry features a range of components which provide a faster and easier way to build, test, deploy and scale applications. We'll discuss all the most important elements and capabilities that make Cloud Foundry a first class citizen PaaS.",776
